record_id,redcap_survey_identifier,questionrio_sobre_a_percepo_dos_estudantes_de_medi_timestamp,c_informado,instit,codigo,data_inq,idade,genero,estado_civil,tem_filhos,depend,local_nasc,esecund_local,resid_actual,cquem_vive,trab_estuda,ano_acad,tipo_renda,prof_pai,prof_mae,nescola_mae,nescola_pai,parente_saude,psaude_especif,fproximo,fdistante,aproximo,cquem_vivo,colega_curso,vizinhos,docente,padmin,ong_volunt,rsociais,outras_p,ajudar,cont_pessoas,salva_vidas,aj_dcovid19,vontade,dom,import_medico,influencia,med_resp,doent_fam,dif_pessoais,adq_conhec,curiosid,fac_emprego,renum,sem_opcao,sprg_ensino,qual_docentes,qual_sist_apoio,acess_mater,acess_doentes,tut_plataformas___1,tut_plataformas___2,tut_plataformas___3,tut_plataformas___4,tut_plataformas___5,tut_plataformas___6,metod_online___1,metod_online___2,metod_online___3,metod_online___4,metod_online___5,metod_online___6,disp_tarefas,retor_desemp,resp_pront,aulas_online,exame_form,sobrecarga,tip_sobrecarga,tipo_form,loc_trab_pform,outros_locais,salario_min,especializacao,outra_especial,sector,sist_hibr,horar_sem,prog_ensino,metod_ens,model_aval,sist_apoio_func,lugar_estudos,secretaria,computador,software,impressora,auscultadores,cam_web,mat_escrit,internet,mat_curso,outro_mat,pesq_online,cont_digit,plat_e_online,plat_col_online,plat_com_online,soft_mestudo,def_avanc,alegre,esperanc,orgulhoso,frustrado,zangado,ansioso,enverg,aliviado,sem_espera,aborrecido,saude_fis,saide_ment,quest_est,educ_fut,fin_pess,fam_rel,car_profiss,crise_pandf,lazer,custo_estudos___1,custo_estudos___2,custo_estudos___3,custo_estudos___4,custo_estudos___5,trab_covid19___1,trab_covid19___2,trab_covid19___3,trab_covid19___4,trab_covid19___5,trab_covid_rem___1,trab_covid_rem___2,trab_covid_rem___3,trab_covid_rem___4,trab_covid_rem___5,trab_covid_rem___6,propinas,questionrio_sobre_a_percepo_dos_estudantes_de_medi_complete
39,,[not completed],1,2,2015055,5/22/2024,24,1,1,2,2,11,11,2,1,2,6,5,Comerciante,Comerciante,6,6,1,3,1,5,1,1,4,4,4,4,4,5,4,1,4,5,2,3,5,5,3,1,2,1,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,1,1,3,2,,100.000,2,,2,4,4,4,4,4,4,3,4,4,3,1,5,5,3,3,2,1,2,4,4,4,4,4,4,3,4,4,2,2,2,1,2,1,4,1,1,,1,1,1,1,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
40,,5/22/2024 17:27,1,2,2015055,5/22/2024,24,1,1,2,2,11,11,2,1,2,6,5,Comerciante,Comerciante,6,6,1,3,1,5,1,1,4,4,4,4,4,5,4,1,4,5,2,3,5,5,3,1,2,1,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,1,1,3,2,,100.000,2,,2,4,4,4,4,4,4,3,4,4,3,1,5,5,3,3,2,1,2,4,4,4,4,4,4,3,4,4,2,2,2,1,2,1,4,1,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
41,,5/22/2024 17:30,1,2,20170470,5/22/2024,24,1,2,1,1,4,11,1,5,2,6,5,Engenheiro Florestal ,Gestão de Recursos Humano,5,5,1,3,5,1,1,5,5,3,3,1,1,5,5,3,3,4,4,1,5,5,1,2,3,3,4,4,1,1,1,1,1,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5,1,1,3,5,,50000,7,Dermatologia ,3,4,4,4,4,4,2,4,5,3,3,2,2,2,2,4,4,4,5,5,5,5,5,5,5,3,4,3,2,2,4,2,4,2,3,4,5,5,4,4,4,5,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
42,,5/22/2024 17:45,1,2,20180544,5/22/2024,28,2,1,2,2,3,3,1,2,2,4,1,campones ,doméstica ,1,1,1,3,5,5,5,5,5,5,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,1,5,,4,,100000,2,,3,4,4,4,4,4,4,5,5,1,1,1,3,1,4,2,2,1,4,4,4,4,4,4,2,3,4,3,2,2,4,2,3,2,1,3,3,2,4,5,5,5,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
43,,[not completed],1,2,2016839,5/22/2024,25,1,3,2,1,10,10,1,,1,6,,Contabilista,Militar,4,4,1,3,5,2,2,2,2,2,3,2,2,1,2,5,5,5,3,5,4,5,1,2,1,1,5,1,1,1,1,1,2,1,2,2,1,0,0,1,0,0,1,0,1,1,0,0,4,4,4,4,4,1,1,1,4,,,3,,3,4,1,4,4,4,1,5,5,3,3,2,5,1,5,,5,3,4,4,3,4,4,3,3,5,5,5,1,1,3,3,5,1,1,2,5,5,5,5,5,5,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
44,,5/22/2024 17:55,1,2,2014547,5/22/2024,27,1,1,2,2,11,11,3,5,2,6,1,Engenhario,Empresária,4,4,1,3,4,1,5,4,4,1,1,1,1,5,4,5,1,5,4,5,4,3,1,3,2,3,3,2,1,3,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4,3,2,1,1,1,2,,120000,7,Cardiologia pediatrica,1,4,4,4,4,4,3,3,2,3,2,1,3,1,5,3,4,2,4,4,3,5,4,5,4,5,4,3,1,2,3,1,3,1,3,3,4,5,4,5,5,5,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2
45,,5/22/2024 18:23,1,2,20190568,5/22/2024,24,1,1,2,2,11,11,1,1,2,4,1,Gestor financeiro ,Enfermeira SMI/Nutricionista ,4,5,1,2,3,2,4,5,3,1,3,1,1,5,1,4,2,4,3,2,2,3,2,2,2,2,3,2,2,2,2,1,1,1,2,1,1,0,1,1,0,0,0,0,0,1,0,0,4,3,3,4,4,1,6,,2,,50000,3,,1,4,4,3,4,4,2,4,5,5,4,3,4,3,5,4,3,2,4,3,3,4,4,2,2,2,3,2,4,3,5,2,3,3,4,1,1,4,2,2,3,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2
46,,[not completed],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
47,,5/23/2024 2:57,1,2,20170628,5/23/2024,25,1,1,2,2,10,10,1,1,2,6,1,Contabilista - Pai falecido ,Contabilista,3,3,1,3,5,3,5,5,5,3,2,1,1,5,5,5,5,5,3,1,5,5,1,1,5,1,5,5,1,1,1,2,1,2,2,1,1,1,1,1,0,1,1,0,1,1,0,1,5,5,4,5,5,1,6,3,1,,60000,7,Radiologia ,3,4,5,5,5,5,2,4,5,5,5,5,5,5,5,2,3,5,4,4,1,4,4,4,3,2,2,2,3,3,4,1,3,4,1,5,5,5,5,5,5,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2
48,,[not completed],1,2,2016387,5/23/2024,26,1,1,2,2,11,11,1,1,2,6,5,contabilista ,farmacêutica ,4,4,1,2,5,1,3,1,4,2,4,1,1,5,1,5,3,4,4,1,3,3,1,3,2,4,4,3,3,3,2,1,1,2,1,1,1,0,1,1,0,0,1,0,0,1,0,0,4,4,5,,5,1,1,3,3,,80000,1,,3,3,5,2,4,4,5,3,1,4,4,3,1,3,5,3,3,1,4,3,4,5,3,4,4,4,4,2,2,3,4,4,1,1,4,3,4,3,4,4,4,4,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
49,,5/23/2024 6:53,1,2,20210857,5/23/2024,21,1,1,2,2,11,11,1,1,2,4,5,Docente,Alfândegaria ,4,6,2,,5,2,5,5,3,1,2,1,1,5,1,5,4,5,4,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,5,4,4,4,4,2,,3,1,,90000,5,,1,4,4,4,4,4,4,5,5,5,4,5,4,4,5,4,5,1,4,4,2,4,4,4,2,4,4,3,1,1,4,1,1,1,3,1,2,4,3,1,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
50,,[not completed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
51,,[not completed],1,7,508.732.023,5/24/2024,20,2,1,2,2,6,6,2,,2,2,5,Aeronáutico,camponesa,3,4,1,3,3,4,1,5,3,3,1,4,4,5,3,5,4,5,5,1,5,1,1,1,4,,5,2,1,1,1,1,1,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,5,4,5,5,5,2,,3,1,,90000,3,,3,6,4,6,4,5,3,2,2,1,,1,4,1,4,1,1,5,4,5,4,4,4,4,4,3,,5,2,2,4,1,3,1,2,3,4,,1,1,2,,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
52,,[not completed],1,,,5/24/2024,33,2,1,1,1,5,5,1,5,1,2,2,doméstica ,doméstica ,1,1,2,,3,1,3,1,5,1,3,1,1,1,1,4,4,5,5,4,3,4,2,3,3,1,4,2,2,1,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,4,4,3,4,4,1,4,2,1,,80000,7,,1,4,5,4,4,4,5,4,4,2,2,2,2,2,4,4,4,,4,4,4,4,4,4,4,2,3,3,3,2,2,2,2,5,2,2,1,1,1,2,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
53,,[not completed],1,7,1,5/24/2024,30,2,1,1,1,5,5,1,5,1,2,5,Doméstico,Doméstica ,1,1,2,,3,1,1,5,5,5,1,1,,5,1,5,5,5,5,5,5,1,1,1,1,1,5,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,2,,1,1,,60000,3,,3,6,6,6,6,6,6,5,5,5,5,1,1,1,2,2,5,5,4,4,4,4,4,4,3,5,5,5,1,1,1,1,1,1,1,1,1,1,3,5,1,5,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
54,,5/24/2024 16:32,1,7,1,5/24/2024,33,2,1,1,1,11,7,1,3,2,1,5,camponês ,campunes,3,3,1,3,1,5,1,1,1,4,1,2,2,2,2,4,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,4,4,4,4,4,1,2,2,1,,60.000,1,,1,4,4,4,4,4,4,5,4,1,1,1,1,1,1,3,5,1,6,5,6,4,6,5,4,5,3,5,2,1,5,2,2,3,3,5,5,1,5,2,3,5,4,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2
55,,[not completed],1,7,508.822.023,5/24/2024,34,2,1,1,1,6,6,1,2,2,2,4,campones,camponesa,1,2,1,3,3,1,3,1,,1,3,1,1,5,1,5,5,5,5,5,5,5,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,0,6,6,6,6,6,2,,3,1,,2500000,3,,1,4,4,4,6,5,5,5,3,1,,1,1,5,5,3,5,5,5,5,1,1,5,5,1,3,5,5,1,1,2,1,1,1,1,1,2,5,5,5,3,4,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
56,,5/25/2024 5:32,1,7,511.142.024,5/25/2024,19,1,1,2,2,11,11,2,5,2,1,1,doméstico,doméstico ,2,2,2,,3,2,3,5,5,1,5,1,1,5,5,4,3,5,3,5,5,5,3,3,1,1,5,4,4,4,1,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,5,5,4,5,5,2,,3,1,,80000,3,,3,4,5,5,5,5,2,3,5,2,3,1,3,3,5,3,5,3,3,3,5,5,5,4,4,2,3,3,4,4,4,3,2,4,4,2,5,4,4,5,4,4,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2
57,,5/25/2024 5:32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,,,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
58,,5/25/2024 5:48,1,7,1990,6/11/1990,34,2,1,2,2,6,6,1,1,1,1,4,Professor ,Camponesa ,1,3,1,3,5,4,1,5,5,2,2,2,2,5,4,3,5,4,3,1,3,4,3,4,1,5,3,3,4,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,4,4,3,3,4,2,,3,1,,75000,1,,1,3,3,3,4,4,3,3,2,3,1,1,1,1,5,3,2,2,4,4,3,4,4,3,3,2,3,1,3,3,3,2,1,3,3,2,1,1,2,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2
59,,[not completed],1,7,,5/25/2024,18,4,1,2,2,7,7,1,5,2,1,1,professor ,professora ,4,4,2,,2,1,1,5,2,1,,,,3,,4,3,5,4,3,3,4,2,3,4,1,3,4,3,3,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4,4,4,1,6,3,5,,150.000,3,,3,3,3,4,4,3,4,5,3,5,1,1,3,1,5,4,3,1,4,2,4,4,6,4,6,3,3,2,2,3,4,1,3,4,4,1,5,3,3,4,3,3,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
60,,[not completed],1,7,511.222.024,5/25/2024,21,2,1,2,1,8,8,2,2,2,1,5,Doméstico,Doméstica,1,1,2,,5,,5,,,5,,,,,,,,5,,5,,,5,,,,5,5,,,,1,1,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,,,,,6,1,4,3,1,,100000,1,,1,,,,6,,,,,5,,,,,5,,,,6,,6,,,6,6,,,,5,,,,,,5,,,,,,5,,,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
61,,5/25/2024 7:49,1,7,1,5/25/2024,19,2,1,2,2,1,1,1,3,2,1,1,Comercio ,Comercio ,1,3,2,,2,5,2,2,3,2,1,1,1,5,3,5,2,5,2,1,1,1,4,1,3,1,5,1,1,1,1,1,1,2,1,2,1,0,0,1,0,0,1,0,0,1,0,0,5,4,2,4,5,1,5,3,1,,60,3,,3,4,4,4,4,4,4,4,1,1,3,1,2,1,5,3,3,4,5,5,5,5,5,5,5,3,2,2,4,4,4,2,1,5,4,2,2,2,2,4,2,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
62,,5/25/2024 8:10,1,7,510.912.024,5/25/2024,28,2,1,2,1,11,3,1,5,1,1,4,Polícia ,Doméstica ,2,3,2,,2,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,4,1,4,2,2,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,6,6,6,6,6,2,,3,1,,50000,6,,1,6,6,6,6,6,6,3,5,5,5,1,2,2,5,3,5,5,4,4,4,6,6,4,4,5,5,5,5,5,5,5,5,5,5,1,2,4,4,2,1,4,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2
63,,[not completed],1,7,510.832.024,5/25/2024,27,2,2,1,1,3,3,1,3,1,1,4,Morto,Camponesa,1,3,1,3,5,3,3,5,5,5,2,5,3,5,4,3,4,5,5,4,4,5,2,1,4,3,5,3,1,2,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,4,4,2,2,4,2,,3,1,,80.000,1,,1,2,4,4,4,3,2,5,1,2,3,1,1,1,5,3,3,,4,4,4,4,4,4,3,3,4,3,3,2,5,1,3,3,3,1,5,5,3,4,5,2,5,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
64,,[not completed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
65,,5/25/2024 9:05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
66,,[not completed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
67,,5/25/2024 10:36,1,7,26618,5/25/2024,18,1,1,2,2,3,3,1,5,2,1,1,Docente Universitário ,Professora Ensino médio ,4,5,1,3,5,5,5,5,5,2,2,1,1,5,5,1,4,4,4,4,4,4,3,3,3,3,3,4,3,3,1,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,1,1,3,2,,80000,3,,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,4,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
68,,5/25/2024 12:38,1,7,517.672.024,5/25/2024,18,1,1,2,2,6,6,1,1,2,1,5,Docente ,Domestica ,3,6,1,3,5,1,5,4,5,1,5,4,4,5,5,4,4,4,4,4,4,4,4,3,1,1,1,4,1,1,1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,5,3,3,4,4,1,1,2,1,,70.000,6,,1,3,4,4,4,4,4,2,5,5,2,2,2,2,5,3,1,5,4,4,4,4,5,5,5,3,4,4,3,3,3,3,3,3,3,2,2,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
69,,5/25/2024 12:41,1,7,512.212.023,5/25/2024,21,2,1,2,2,6,6,2,1,2,2,5,Carpinteiro,Doméstica ,2,3,1,3,4,5,3,1,5,1,1,1,1,5,1,5,3,5,4,5,4,5,3,3,2,3,5,2,3,2,1,2,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,4,3,3,2,3,1,1,3,5,,90000,5,,3,3,3,3,3,3,3,3,5,4,2,1,1,3,4,3,2,3,5,4,4,4,4,4,3,2,3,4,2,2,3,1,4,3,2,2,4,5,2,4,2,3,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2
70,,5/25/2024 13:06,1,7,517.652.024,5/25/2024,17,1,1,2,2,10,6,1,1,2,1,1,Docente Universitario,Professora,4,6,1,3,5,2,2,5,2,4,2,2,2,5,4,5,3,5,3,4,3,5,4,2,2,2,3,1,3,3,2,1,1,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,5,4,4,4,5,1,1,2,1,,75.000,1,,3,4,6,4,4,4,4,5,4,4,3,1,5,2,5,4,1,3,4,4,2,2,6,4,4,4,5,4,3,2,5,2,3,1,2,2,4,2,2,5,4,5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2
71,,[not completed],1,7,2,5/25/2024,30,2,1,1,1,6,6,3,5,2,2,5,Desempregado,Desempregado,1,1,2,,1,,1,,,1,,,,,,5,4,4,4,4,4,3,4,2,2,2,4,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,4,4,5,5,3,2,,1,5,,100,1,,1,6,6,6,6,6,6,3,2,3,1,1,3,2,1,2,3,2,4,4,3,3,4,3,4,3,2,1,1,1,2,3,2,2,3,1,1,2,2,3,3,3,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
72,,[not completed],1,7,1.012.182.016,5/25/2024,26,2,1,2,2,8,8,1,1,1,6,2,Motorista ,Contabilista ,3,2,1,3,5,1,5,5,3,5,1,1,1,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,1,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3,5,,75000,1,,3,6,6,6,6,6,6,5,5,5,5,1,5,5,5,5,5,5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
73,,5/25/2024 17:32,1,7,510.932.024,5/25/2024,27,2,1,2,2,3,3,2,3,2,1,1,Professor ,Professora ,3,4,1,3,3,3,3,3,3,3,3,1,1,1,3,5,4,5,5,4,5,3,3,2,2,1,5,5,2,1,1,1,1,2,1,1,1,0,1,1,0,0,1,0,1,1,0,1,5,5,4,4,4,2,,3,5,,,3,,3,3,3,3,4,3,3,2,1,1,3,1,1,1,5,2,1,1,6,5,5,5,5,5,3,1,1,1,4,4,1,1,1,1,4,2,2,5,5,5,5,5,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2
74,,5/25/2024 17:52,1,7,511.232.024,5/3/2007,17,2,1,2,1,3,3,1,3,2,1,1,Professor ,Professora,4,4,2,,5,5,3,5,1,5,1,4,4,5,5,4,2,4,4,3,4,4,4,4,3,1,4,4,4,4,1,2,1,2,2,1,0,0,0,1,1,0,0,0,0,1,0,0,4,2,2,2,5,2,,3,1,,60000,3,,1,4,4,4,4,5,5,3,1,4,1,1,4,1,4,1,3,4,4,4,2,2,4,2,2,4,3,1,2,2,3,1,3,1,2,1,1,2,2,3,3,3,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
75,,5/25/2024 17:53,1,7,511.192.024,5/25/2024,19,2,1,2,1,3,3,1,3,2,1,1,Empreendedor ,Formadora ,3,3,1,3,1,2,1,5,2,2,4,4,2,5,1,5,1,5,5,4,3,5,4,4,4,2,4,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,5,4,5,5,5,1,5,3,1,,40000,3,,3,4,3,3,4,4,2,5,5,5,3,1,4,3,5,3,5,3,5,5,5,5,5,5,4,2,3,3,3,3,3,3,2,3,2,3,2,3,4,4,4,4,4,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2
76,,5/25/2024 17:54,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
77,,[not completed],1,7,510.862.024,5/25/2024,18,2,1,2,2,4,4,1,3,2,1,5,,Doméstica ,1,3,2,,1,2,1,2,,1,,,,1,,4,2,5,3,5,3,3,1,2,1,1,5,4,3,3,1,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,1,2,3,,42000,7,Medicina Legal,3,,,,,,,2,1,1,1,1,1,1,4,4,2,,4,3,4,2,4,1,1,2,3,1,1,1,2,1,2,1,1,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
78,,[not completed],1,7,09.10.2006,5/25/2024,18,2,1,2,2,4,4,2,2,2,1,1,,,,,,,5,5,3,5,2,1,1,1,1,5,3,5,5,5,2,3,3,4,2,1,1,4,2,5,2,1,1,1,1,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,5,6,5,4,3,2,,3,5,,50000,3,,1,3,3,4,2,3,2,2,1,1,3,1,1,3,5,3,4,3,5,4,3,2,3,4,1,3,2,2,4,3,5,2,2,1,3,2,2,5,3,3,2,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
79,,[not completed],1,7,09.10.2006,5/25/2024,18,2,1,2,2,4,4,2,2,2,1,1,,,,,,,5,5,3,5,2,1,1,1,1,5,3,5,5,5,2,3,3,4,2,1,1,4,2,5,2,1,1,1,1,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,5,6,5,4,3,2,,3,5,,50000,3,,1,3,3,4,2,3,2,2,1,1,3,1,1,3,5,3,4,3,5,4,3,2,3,4,1,3,2,2,4,3,5,2,2,1,3,2,2,5,3,3,2,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
80,,[not completed],1,,24102006,5/25/2024,18,1,1,2,2,10,6,2,2,2,1,5,seralheiro,professora,4,3,1,3,2,3,1,5,,,,,,5,5,4,5,5,4,2,5,4,2,2,5,5,5,5,3,1,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,4,5,5,5,4,2,,2,5,,,5,,1,4,4,4,5,4,4,5,5,5,1,5,5,1,5,5,5,5,5,2,5,5,2,,2,2,4,3,3,1,4,1,1,3,2,2,3,1,5,4,5,5,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
81,,5/25/2024 18:42,1,7,511.072.024,5/25/2024,17,2,1,2,2,4,4,2,3,2,1,1,Advogado,Nenhuma ,4,4,2,,4,2,5,5,1,1,1,1,1,5,3,5,5,5,1,3,3,1,2,1,1,3,4,5,2,2,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,4,2,3,3,3,2,,3,5,,50000,3,,3,3,3,4,3,3,2,2,1,1,3,1,3,2,4,3,3,4,4,4,1,1,5,4,1,3,2,2,3,3,4,1,2,3,4,2,4,4,2,3,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2
