record_id,redcap_survey_identifier,questionrio_sobre_a_percepo_dos_estudantes_de_medi_timestamp,c_informado,instit,codigo,data_inq,idade,genero,estado_civil,tem_filhos,depend,local_nasc,esecund_local,resid_actual,cquem_vive,trab_estuda,ano_acad,tipo_renda,prof_pai,prof_mae,nescola_mae,nescola_pai,parente_saude,psaude_especif,fproximo,fdistante,aproximo,cquem_vivo,colega_curso,vizinhos,docente,padmin,ong_volunt,rsociais,outras_p,ajudar,cont_pessoas,salva_vidas,aj_dcovid19,vontade,dom,import_medico,influencia,med_resp,doent_fam,dif_pessoais,adq_conhec,curiosid,fac_emprego,renum,sem_opcao,sprg_ensino,qual_docentes,qual_sist_apoio,acess_mater,acess_doentes,tut_plataformas___1,tut_plataformas___2,tut_plataformas___3,tut_plataformas___4,tut_plataformas___5,tut_plataformas___6,metod_online___1,metod_online___2,metod_online___3,metod_online___4,metod_online___5,metod_online___6,disp_tarefas,retor_desemp,resp_pront,aulas_online,exame_form,sobrecarga,tip_sobrecarga,tipo_form,loc_trab_pform,outros_locais,salario_min,especializacao,outra_especial,sector,sist_hibr,horar_sem,prog_ensino,metod_ens,model_aval,sist_apoio_func,lugar_estudos,secretaria,computador,software,impressora,auscultadores,cam_web,mat_escrit,internet,mat_curso,outro_mat,pesq_online,cont_digit,plat_e_online,plat_col_online,plat_com_online,soft_mestudo,def_avanc,alegre,esperanc,orgulhoso,frustrado,zangado,ansioso,enverg,aliviado,sem_espera,aborrecido,saude_fis,saide_ment,quest_est,educ_fut,fin_pess,fam_rel,car_profiss,crise_pandf,lazer,custo_estudos___1,custo_estudos___2,custo_estudos___3,custo_estudos___4,custo_estudos___5,trab_covid19___1,trab_covid19___2,trab_covid19___3,trab_covid19___4,trab_covid19___5,trab_covid_rem___1,trab_covid_rem___2,trab_covid_rem___3,trab_covid_rem___4,trab_covid_rem___5,trab_covid_rem___6,propinas,questionrio_sobre_a_percepo_dos_estudantes_de_medi_complete
82,,5/25/2024 19:02,1,7,510.972.024,5/25/2024,21,1,1,2,2,10,10,3,2,2,1,5,doméstico ,ambulante,1,1,2,,5,1,5,5,1,3,1,1,1,5,2,4,3,5,3,2,2,5,2,3,2,2,5,4,3,3,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,3,2,2,2,2,,3,1,,50000,3,,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,2,2,3,4,4,2,3,3,3,3,2,3,1,3,3,2,1,2,4,1,1,1,4,4,1,3,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2
83,,5/25/2024 19:09,1,7,511.272.024,5/25/2024,26,2,3,1,1,6,6,1,5,1,1,4,Motorista ,Camponesa,1,1,2,,5,5,3,5,5,3,1,1,3,5,5,5,5,5,5,5,4,5,5,3,2,1,5,5,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,4,4,2,2,4,1,1,3,1,,80,5,,1,4,4,4,4,4,4,5,5,5,5,2,2,3,5,3,3,3,4,4,3,4,4,4,4,3,4,3,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2
84,,5/25/2024 19:09,1,7,1234,5/24/2024,32,2,1,2,1,8,8,1,3,1,1,2,Falecido,Domestica,1,2,2,,3,2,1,1,5,3,1,1,1,5,1,5,5,5,5,5,5,3,1,2,1,1,5,4,3,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6,6,6,6,6,2,,3,5,,60000,1,,3,6,6,6,6,6,6,5,3,3,4,1,1,1,3,3,4,3,5,5,4,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
85,,[not completed],1,7,16062001,5/25/2024,23,1,1,2,,11,11,3,5,2,1,1,engenheiro ,Farmacêutica ,4,4,1,3,1,,1,,,,,,,1,,1,,1,1,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,,,2,,2,1,,60.000,6,,3,,1,,,1,1,1,,,,,1,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
86,,5/25/2024 19:32,1,7,51.115.24,5/25/2024,20,2,1,2,1,4,4,3,3,2,1,1,Polícia ,administração pública ,4,3,2,,2,1,2,5,5,2,4,2,1,5,3,5,4,5,4,5,5,4,3,3,4,5,5,4,3,5,3,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,1,1,4,4,4,3,4,2,,1,5,,80000,7,Neurocirurgia ,3,4,3,3,4,3,4,3,3,3,3,1,1,1,3,3,2,3,5,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
87,,5/25/2024 20:12,1,7,05.1116. 2024,5/25/2024,18,1,1,2,2,1,1,1,3,2,1,1,Professor,Professora ,4,4,2,,5,1,4,5,5,2,1,1,2,5,1,4,2,5,4,2,3,1,1,1,2,1,4,4,1,3,1,1,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,5,4,5,5,4,2,,3,1,,100000,3,,3,4,4,4,5,4,4,3,2,4,2,1,1,2,5,4,4,5,5,5,4,4,4,4,4,3,5,4,2,2,3,2,3,1,3,3,3,4,5,2,3,4,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2
88,,[not completed],1,7,511.212.024,5/25/2024,18,2,1,2,2,4,4,2,3,2,1,1,Professor,Professora,4,4,1,3,2,2,2,3,2,4,1,4,4,5,1,5,4,5,5,5,3,5,3,3,3,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,4,5,5,5,5,2,,3,1,,50000,7,Fisioterapia ,3,4,4,4,4,4,4,3,2,1,3,1,2,2,4,3,3,1,2,2,2,2,4,4,2,3,4,4,2,2,3,2,3,2,3,4,4,4,3,1,2,4,2,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
89,,[not completed],1,,24102006,5/25/2024,18,1,1,2,2,10,6,2,2,2,1,5,seralheiro,professora,3,3,1,3,1,5,1,1,3,5,1,2,2,5,1,5,4,5,3,2,5,5,3,2,3,5,5,5,3,2,4,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,5,4,5,5,4,2,,,1,,50000,5,,1,4,5,4,5,4,5,5,5,3,1,5,5,2,5,5,1,5,5,2,5,5,2,3,2,3,5,3,3,1,4,1,1,1,1,1,4,5,5,2,3,5,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
90,,5/25/2024 21:51,1,7,30072006,5/25/2024,18,1,1,2,1,6,10,1,5,2,1,5,reformado,professora,4,4,2,,3,1,5,2,5,1,1,1,1,5,1,5,2,5,2,5,1,5,5,1,1,2,5,1,2,1,1,1,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,5,3,4,3,3,1,6,4,5,,50000,3,,3,3,4,4,3,3,3,1,1,1,1,1,1,1,5,3,2,1,4,2,1,2,2,3,2,4,5,2,3,4,3,1,2,1,5,1,3,1,5,1,1,5,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
91,,[not completed],1,7,123456,5/13/2002,22,2,1,2,1,3,3,3,3,2,2,1,professor,professor ,5,5,1,3,5,5,1,4,5,5,5,1,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,1,5,4,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,6,1,5,5,4,1,1,3,1,,100000,3,,3,2,6,4,4,4,5,1,2,4,1,1,,1,5,3,1,1,5,5,3,5,5,5,5,1,1,1,3,3,3,2,1,1,4,3,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
92,,[not completed],1,7,508.762.023,5/26/2024,21,2,1,2,2,5,5,2,5,2,2,1,Campones,Campones,3,3,1,3,3,4,4,,5,3,2,1,1,5,2,5,3,5,5,5,5,3,2,2,1,3,5,4,3,3,5,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,4,5,3,3,4,2,,3,4,,80000,7,Anatomia patologica,3,4,5,4,3,4,2,5,5,4,2,1,2,4,5,2,5,3,5,5,4,4,5,5,4,2,3,4,2,2,3,1,3,1,2,2,2,3,4,3,3,4,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
93,,5/26/2024 15:13,1,7,510.802.024,5/26/2024,22,2,1,2,2,3,3,1,5,2,1,1,Professor,Professora ,4,5,1,3,5,2,5,5,3,2,3,1,1,1,1,5,4,5,5,5,4,4,3,3,3,1,5,2,1,1,1,1,1,2,2,2,0,0,0,0,0,1,1,1,0,1,0,0,6,6,6,6,6,1,1,3,1,,75000,2,,1,6,6,6,6,6,6,5,3,4,4,1,4,5,5,3,3,4,4,4,4,4,5,5,5,4,4,4,2,2,3,1,3,1,3,3,3,4,3,4,3,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2
94,,[not completed],1,7,516.052.023,,19,1,1,2,2,6,6,1,1,2,2,5,camponês,Camponesa,3,3,2,,3,1,2,5,,,,,,1,,4,1,4,3,3,,2,1,1,1,2,,1,1,1,1,2,1,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0,,,,,,,,,5,,,2,,3,,,,,,,3,1,2,1,1,2,1,3,2,3,,4,4,3,4,4,4,2,3,5,2,2,2,3,1,2,1,1,2,1,4,2,1,1,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
95,,5/27/2024 8:13,1,7,512.242.023,5/26/2024,33,2,1,1,1,6,6,1,5,1,2,4,camponês ,camponesa,1,2,1,3,2,2,2,1,1,2,2,2,2,1,2,5,1,5,5,5,3,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5,5,5,5,5,2,,3,1,,50.000,3,,3,4,4,4,4,4,4,3,1,5,2,2,5,2,5,3,3,3,4,4,4,4,4,4,4,3,3,3,3,1,3,1,3,5,1,1,1,2,2,2,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2
96,,[not completed],1,7,516.152.024,5/28/2024,17,2,1,2,1,5,4,1,5,2,1,1,Docente,professora ,4,5,2,1,,1,4,4,4,4,4,4,4,5,4,4,3,4,4,2,4,4,1,3,2,2,4,4,4,4,1,1,1,2,1,1,1,1,0,1,0,0,1,1,0,1,0,0,4,4,4,4,6,1,1,2,1,,60,3,,1,4,4,4,2,2,4,5,3,5,5,3,2,2,5,5,5,3,4,4,4,4,4,4,4,3,3,3,4,4,2,1,5,1,2,5,5,3,2,4,1,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
97,,5/28/2024 14:40,1,7,510.962.024,5/28/2024,20,2,1,2,2,6,6,1,1,2,1,5,Desempregado,Desempregado,1,1,1,3,5,2,2,3,1,1,1,1,1,3,1,5,5,5,5,5,5,5,5,2,1,3,4,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,1,0,0,0,1,1,4,4,4,4,4,1,1,,3,,80,6,,1,1,6,4,6,6,6,5,5,5,5,5,5,1,5,3,4,5,4,2,3,6,3,3,2,3,5,1,1,1,4,1,1,1,1,5,5,5,5,1,4,2,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2
98,,5/28/2024 19:00,1,7,280524,5/28/2024,29,2,1,2,1,5,8,1,5,1,1,4,Reformado,Doméstica ,1,3,1,3,5,3,5,5,3,3,1,3,3,5,3,4,4,4,3,3,4,4,1,4,1,4,4,3,3,4,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,6,6,6,6,6,2,,3,1,,60000,1,,3,6,6,6,6,6,6,4,4,1,1,1,5,2,4,3,4,3,5,5,1,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2
99,,[not completed],1,7,511.122.024,5/28/2024,19,2,1,2,2,9,,3,3,2,1,1,Vendedor,Camponesa,1,1,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,,,,,1,1,3,1,,70000,3,,1,6,3,2,3,3,1,4,5,1,1,1,1,1,5,5,4,3,4,6,3,3,3,1,1,,,,,,,,,,,3,3,1,1,2,1,1,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
100,,[not completed],1,7,511.002.024,5/30/2024,17,2,1,2,2,6,6,1,2,2,1,1,Professor ,Professora,3,3,1,3,2,1,3,3,1,3,,,,3,1,4,3,5,2,2,2,5,3,3,2,1,5,2,2,3,2,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,5,4,4,4,4,2,,1,1,,70000,7,Neurocirurgia ,3,4,4,4,4,4,4,3,3,1,3,1,1,1,4,2,1,1,4,4,4,4,4,5,4,2,3,3,3,,3,1,3,3,4,1,2,4,3,3,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
101,,5/30/2024 9:23,1,7,516.142.024,5/30/2024,19,2,1,2,1,4,4,1,3,2,1,1,conta própria ,conta própria ,1,2,2,,5,2,5,4,5,5,3,3,1,5,1,5,4,5,5,5,4,5,4,4,3,4,4,4,4,4,2,1,1,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,4,4,4,2,4,1,3,2,5,,60.000,5,,3,4,4,6,4,4,4,5,3,4,3,3,2,2,4,5,5,3,4,4,4,4,4,4,4,2,3,1,2,2,3,4,1,2,2,3,5,3,4,3,2,5,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2
102,,5/30/2024 10:05,1,7,510.902.024,5/30/2024,27,2,1,1,1,2,3,1,5,2,1,5,Campones,Camponesa,2,3,1,3,5,3,5,5,5,1,2,1,1,5,2,5,4,5,5,5,5,5,1,2,3,3,5,4,1,1,2,1,1,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,3,3,3,3,3,2,,1,1,,85000,3,,1,3,3,3,3,3,3,4,3,1,1,1,1,1,4,1,5,5,4,4,1,4,4,5,5,1,1,1,1,1,1,1,1,1,1,2,1,4,3,5,5,4,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
103,,[not completed],1,7,30052005,5/30/2024,19,1,1,2,2,6,,,1,2,1,1,ambientalista ,professora ,4,4,1,3,5,2,2,2,2,3,2,2,2,5,2,4,4,4,4,4,4,4,2,3,2,3,4,4,4,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,5,5,4,4,2,,2,1,,80000,3,,1,4,4,5,5,4,4,5,5,5,5,1,3,3,5,5,4,5,5,5,6,6,6,2,2,5,5,3,3,3,3,1,5,3,3,4,4,4,5,5,4,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
104,,[not completed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
105,,[not completed],1,,,5/30/2024,35,2,1,1,1,5,5,1,2,1,3,5,falecido ,falecida ,,,1,3,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,1,0,0,0,0,1,0,0,0,1,0,0,0,6,6,6,6,6,1,,3,1,,100,2,,1,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,,6,6,6,6,6,6,5,5,1,1,1,2,3,4,1,2,5,5,5,4,3,3,3,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
106,,[not completed],1,3,1,5/30/2024,22,1,1,2,2,3,1,1,2,2,3,5,Eletricista ,Falecida,4,4,1,3,3,1,1,1,2,2,2,2,2,4,4,4,4,5,4,3,4,4,4,4,4,3,4,3,3,3,1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,4,4,4,4,4,1,4,3,3,,70.000,3,,2,4,4,4,4,4,4,2,2,1,1,1,4,4,2,3,,3,5,5,4,4,4,4,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
107,,5/30/2024 14:36,1,3,1220320215,5/30/2024,20,1,1,2,2,5,5,1,5,2,3,1,engenheiro eléctrico ,não trabalha,2,4,1,3,5,2,4,5,4,1,1,1,1,1,2,5,5,5,5,5,5,5,3,5,1,1,5,4,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,5,5,5,5,5,2,,2,4,,1000000,6,,3,4,3,4,4,4,4,3,5,1,1,1,1,5,5,5,5,5,5,5,4,3,5,5,3,2,5,1,3,4,5,1,1,5,3,2,2,4,3,2,4,5,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2
108,,5/30/2024 15:49,1,3,1220320250,5/30/2024,39,2,1,1,1,5,5,1,1,1,3,4,Docente,Doméstica ,2,3,1,3,2,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,1,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,6,2,2,6,6,2,,,1,,100000,4,,1,1,1,1,1,2,4,5,5,5,5,1,1,1,5,3,3,3,4,4,4,6,4,6,6,1,1,1,1,3,3,1,3,3,1,5,5,2,5,1,5,5,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2
109,,5/30/2024 15:51,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
110,,[not completed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
111,,[not completed],1,3,1.0551E+16,5/30/2024,29,1,1,1,1,8,8,3,5,2,3,1,doméstico ,ESMI,3,2,1,2,5,1,5,5,5,4,4,1,1,5,,,,5,,5,,,,,,,,,,,,1,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,6,6,6,6,6,,,,5,,100000,7,neurologia ,1,6,6,6,6,6,6,5,5,1,1,1,1,1,4,2,5,5,4,4,1,3,4,4,4,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,3,5,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
112,,5/30/2024 16:33,1,3,1220320128,5/30/2024,22,2,1,2,2,5,5,3,1,2,3,5,camponês. Não trabalha ,camponês. Não trabalha,2,1,2,1,3,2,5,5,4,1,1,2,2,5,2,5,4,5,5,5,5,4,1,1,3,5,5,3,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5,4,3,2,,1,1,,1000000,4,,1,4,3,2,1,1,1,1,1,1,1,1,1,1,5,2,4,3,5,5,1,1,5,1,1,5,5,5,1,1,3,3,4,1,1,2,1,1,2,5,1,1,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2
113,,5/30/2024 19:33,1,3,1220320118,5/30/2024,22,1,1,2,1,5,5,2,1,2,3,5,professor aposentado,doméstica,2,6,1,3,3,1,2,4,3,1,1,1,1,5,1,5,5,5,3,5,5,3,1,2,5,2,4,5,3,2,1,1,2,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,5,3,4,4,3,2,,1,1,,50000,5,,1,3,4,4,4,3,2,3,1,1,1,1,1,1,4,3,5,4,4,2,5,5,5,3,3,3,5,1,3,3,3,2,1,3,5,1,4,1,3,1,3,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
114,,5/30/2024 19:37,1,3,1220320182,5/30/2024,20,1,1,2,2,3,3,2,5,2,3,5,alfandegário,doméstica ,1,3,1,3,3,1,5,5,1,1,1,1,1,5,1,4,3,5,3,5,4,3,2,3,5,3,5,3,3,3,2,1,1,2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,3,3,1,3,3,1,2,3,3,,200000,7,neurocirurgia ,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,3,3,3,4,3,4,4,3,2,2,2,2,3,4,4,4,3,2,4,5,3,3,3,3,3,2,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
115,,5/30/2024 20:09,1,3,1220324101,5/30/2024,21,2,1,2,2,3,3,1,2,2,3,5,Médico psicólogo,Empreendedora ,3,4,1,1,3,1,4,5,5,3,4,2,2,5,2,5,4,5,3,5,4,5,2,3,2,2,4,3,3,3,1,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4,3,4,2,,2,1,,80000,3,,3,3,4,2,3,2,3,3,4,4,4,1,1,3,4,4,4,1,5,5,4,4,4,4,4,3,4,3,2,2,3,3,3,2,4,2,3,4,3,2,2,5,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2
116,,5/31/2024 7:34,1,3,1220320007,5/31/2024,20,1,1,2,2,5,5,1,1,2,3,1,Mecânico ,Conferente ,3,4,1,3,3,2,5,5,3,2,1,1,1,1,4,4,3,5,4,5,2,4,2,1,3,1,3,4,3,1,1,1,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,4,3,3,3,4,2,,1,4,,80.000,7,,3,3,4,3,3,3,2,3,4,4,4,1,3,3,4,4,3,2,4,3,2,2,3,3,1,4,3,3,2,1,3,2,3,3,5,2,3,4,5,3,5,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
117,,6/3/2024 9:40,1,7,510.982.024,5/26/2024,19,2,1,2,2,5,7,1,5,2,1,5,camponese,camponesa,2,2,2,,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1,2,1,4,2,1,2,1,1,2,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,6,6,6,6,6,1,2,3,3,,98000,1,,2,3,3,3,3,3,3,2,1,1,1,1,3,1,2,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
118,,[not completed],1,3,1220320191,6/3/2024,32,2,2,1,1,5,5,1,5,1,3,4,falecido ,doméstica ,1,2,1,3,1,2,5,1,3,2,5,2,,5,,5,5,4,4,3,4,4,5,4,5,4,4,5,4,4,1,1,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,6,2,,3,4,,100000,7,medicina familiar ,1,4,3,4,4,3,3,3,5,2,2,1,1,1,4,3,5,,4,5,5,4,4,4,4,3,4,5,3,3,3,3,1,1,3,4,3,2,1,5,5,5,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
119,,[not completed],1,2,2016978,6/10/2024,25,1,1,2,2,9,11,1,2,2,6,5,falecido,falecida,1,2,1,3,5,2,5,5,5,5,3,3,3,5,5,4,4,5,4,5,4,3,3,2,2,2,5,1,1,1,1,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,5,3,4,5,5,2,,3,4,,80000,2,,3,4,4,5,5,4,4,3,5,3,1,3,3,1,4,4,2,,5,5,3,5,2,4,4,5,5,1,2,2,4,3,4,1,2,2,2,4,4,2,3,3,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
120,,[not completed],1,2,2015055,6/10/2024,25,1,1,2,2,11,11,2,1,1,6,5,Comerciante,Comerciante,4,4,1,3,5,1,2,2,2,2,2,2,2,2,2,5,3,5,2,2,5,3,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,1,1,3,3,,100.000,2,,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,,2,2,5,1,5,1,4,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
121,,6/10/2024 14:32,1,2,2015460,6/10/2024,27,1,1,2,2,11,11,1,2,2,6,5,Falecido ,Doméstica ,3,4,1,3,5,3,5,5,5,1,2,1,1,5,3,5,3,5,2,5,5,2,2,2,2,1,4,1,1,1,1,1,2,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,4,4,4,3,4,2,,,1,,60000,7,Anestesiologia ,3,4,4,4,4,4,3,5,3,5,5,3,5,5,4,5,4,2,4,4,4,4,4,4,4,3,3,2,3,2,1,1,3,1,1,4,4,2,2,4,4,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2
122,,[not completed],1,2,2011248,6/10/2024,31,1,1,1,1,11,11,1,1,2,6,5,Empregado bancário - reformado,doméstica,2,3,1,3,5,3,1,5,3,2,2,1,1,5,1,5,3,5,3,5,5,5,1,3,3,1,4,2,2,2,1,2,2,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,4,1,,3,3,,65000,6,,3,3,3,3,3,3,4,3,3,5,3,1,5,5,5,4,3,1,4,4,4,4,4,4,4,3,3,2,3,3,3,1,1,3,3,1,1,1,4,5,3,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
123,,6/10/2024 14:35,1,2,20170346,6/10/2024,24,1,1,2,2,10,11,1,1,2,6,5,Docente ,Professora ,5,5,1,3,3,1,4,5,5,3,4,2,1,5,4,5,4,5,4,5,5,4,1,2,1,1,3,1,1,1,1,2,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,4,4,4,4,4,1,1,3,1,,70000,3,,1,4,4,4,2,2,1,3,5,5,5,1,5,5,5,3,3,2,4,4,4,5,5,5,2,2,2,2,3,2,3,1,1,3,4,3,3,3,3,4,3,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2
