record_id,redcap_survey_identifier,questionrio_sobre_a_percepo_dos_estudantes_de_medi_timestamp,c_informado,instit,codigo,data_inq,idade,genero,estado_civil,tem_filhos,depend,local_nasc,esecund_local,resid_actual,cquem_vive,trab_estuda,ano_acad,tipo_renda,prof_pai,prof_mae,nescola_mae,nescola_pai,parente_saude,psaude_especif,fproximo,fdistante,aproximo,cquem_vivo,colega_curso,vizinhos,docente,padmin,ong_volunt,rsociais,outras_p,ajudar,cont_pessoas,salva_vidas,aj_dcovid19,vontade,dom,import_medico,influencia,med_resp,doent_fam,dif_pessoais,adq_conhec,curiosid,fac_emprego,renum,sem_opcao,sprg_ensino,qual_docentes,qual_sist_apoio,acess_mater,acess_doentes,tut_plataformas___1,tut_plataformas___2,tut_plataformas___3,tut_plataformas___4,tut_plataformas___5,tut_plataformas___6,metod_online___1,metod_online___2,metod_online___3,metod_online___4,metod_online___5,metod_online___6,disp_tarefas,retor_desemp,resp_pront,aulas_online,exame_form,sobrecarga,tip_sobrecarga,tipo_form,loc_trab_pform,outros_locais,salario_min,especializacao,outra_especial,sector,sist_hibr,horar_sem,prog_ensino,metod_ens,model_aval,sist_apoio_func,lugar_estudos,secretaria,computador,software,impressora,auscultadores,cam_web,mat_escrit,internet,mat_curso,outro_mat,pesq_online,cont_digit,plat_e_online,plat_col_online,plat_com_online,soft_mestudo,def_avanc,alegre,esperanc,orgulhoso,frustrado,zangado,ansioso,enverg,aliviado,sem_espera,aborrecido,saude_fis,saide_ment,quest_est,educ_fut,fin_pess,fam_rel,car_profiss,crise_pandf,lazer,custo_estudos___1,custo_estudos___2,custo_estudos___3,custo_estudos___4,custo_estudos___5,trab_covid19___1,trab_covid19___2,trab_covid19___3,trab_covid19___4,trab_covid19___5,trab_covid_rem___1,trab_covid_rem___2,trab_covid_rem___3,trab_covid_rem___4,trab_covid_rem___5,trab_covid_rem___6,propinas,questionrio_sobre_a_percepo_dos_estudantes_de_medi_complete
164,,[not completed],1,2,2013461,6/11/2024,29,1,1,2,2,11,10,1,1,2,6,1,Escriturário ,Doméstica ,3,3,2,,5,3,5,5,5,3,3,1,3,3,1,5,4,5,4,5,4,3,2,2,1,3,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4,4,3,4,4,2,,,3,,60000,2,,3,4,3,2,4,3,3,3,5,5,4,3,5,5,4,4,2,,5,5,4,5,5,4,4,3,4,3,3,3,4,1,3,3,4,1,3,4,4,4,1,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
165,,6/11/2024 23:31,1,5,0,6/11/2024,32,2,1,1,1,6,6,1,3,1,3,2,camponeses ,camponeses ,1,3,1,3,3,2,4,3,3,3,1,1,1,5,1,4,4,5,5,5,5,5,1,1,1,1,5,5,1,1,1,1,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,2,3,3,1,2,,,4,,150000,1,,1,1,1,1,1,1,1,3,4,4,1,1,1,1,4,1,2,2,3,5,5,5,5,5,5,3,5,1,5,5,3,3,1,5,5,3,3,3,4,3,3,3,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2
166,,6/12/2024 7:22,1,5,20231864,6/12/2024,30,2,2,1,1,10,10,2,5,1,4,2,Pedreiro,Doméstica ,2,2,2,,5,3,5,5,5,5,3,3,2,5,3,5,4,5,5,5,5,5,1,2,2,1,5,1,1,2,1,1,2,2,2,1,0,0,1,1,0,1,0,0,0,1,0,1,5,5,4,4,5,2,,3,1,,150000,7,Urologia,3,4,6,4,3,4,3,4,1,5,5,1,1,2,5,2,4,3,5,5,5,5,5,5,5,3,2,3,4,2,3,1,2,3,1,3,3,5,2,5,3,4,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2
167,,7/12/2024 11:07,1,5,1.83022E+11,7/12/2024,24,2,1,2,1,11,11,1,5,2,6,2,falecido,comerciante,3,1,2,,2,2,2,2,2,2,5,2,2,5,5,5,5,5,5,5,4,4,1,1,1,1,5,1,1,1,1,2,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,1,2,4,3,2,1,2,,3,5,,90000,3,,3,6,6,6,6,6,6,5,2,2,3,1,1,1,3,2,3,5,5,5,1,1,5,5,5,3,3,2,4,3,3,4,3,4,4,2,3,3,4,4,2,4,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
168,,7/12/2024 11:51,1,5,20240390,7/12/2024,34,2,3,1,1,6,3,1,2,1,1,1,camponês ,camponesa,2,3,1,3,5,3,1,5,1,1,1,3,1,1,2,5,2,5,5,5,5,5,1,4,5,3,4,4,1,3,1,2,2,2,2,2,1,1,0,1,0,0,1,1,0,1,0,0,4,4,4,4,4,1,1,1,5,,80.000,7,,3,1,5,5,5,5,4,5,5,3,3,5,3,3,5,5,5,3,3,3,3,4,4,4,4,5,5,1,1,1,3,3,3,1,1,1,2,4,2,5,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
169,,[not completed],1,5,20194845,7/12/2024,26,2,1,2,2,1,6,1,3,2,6,1,Falecido ,Doméstica,1,1,2,,3,1,3,3,3,2,,1,3,1,2,5,4,4,3,5,4,3,5,3,1,3,5,1,1,2,1,1,1,2,2,2,1,0,1,0,0,1,1,0,1,0,0,0,5,5,3,5,5,1,6,1,5,,85000,2,,3,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,1,1,3,1,1,1,1,2,2,2,2,1,1,4,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0
170,,[not completed],1,5,1.53022E+11,8/21/2024,27,1,1,1,1,3,1,1,5,2,,5,contabilista ,enfermeira ,3,3,1,2,5,3,1,,,2,,,,5,,4,,5,,5,5,,,,,,5,,,,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,,5,,,2,,3,3,,90000,2,,1,,6,,5,5,,,,5,,,,,,,,,6,,,6,,,,,5,,,,,,,,,,,4,5,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
171,,[not completed],1,5,20221388,8/21/2024,20,1,1,2,2,8,8,1,3,1,3,1,Bancário ,Professora ,4,3,2,,3,1,5,3,3,3,1,1,1,1,1,5,2,5,,5,2,2,4,1,1,3,1,2,3,2,1,2,2,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,6,6,6,6,6,1,1,1,3,,80000,7,Cardiologia ,3,6,6,6,6,6,6,4,5,4,5,1,2,4,4,5,5,5,4,5,4,4,3,4,4,4,4,3,3,2,4,1,3,2,4,3,5,4,4,3,4,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
172,,8/22/2024 8:16,1,5,20230967,8/22/2024,20,1,1,2,2,6,3,1,5,2,2,1,trabalha,trabalha ,4,4,1,3,2,2,5,5,4,2,2,2,2,5,2,4,3,5,4,3,4,5,4,4,5,3,5,4,2,3,3,2,1,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,4,3,3,4,4,2,,1,1,,100000,2,,3,3,3,3,4,4,4,2,1,1,1,1,3,1,4,3,2,1,4,4,2,2,4,3,2,2,3,1,1,1,3,3,1,1,3,2,4,5,4,5,3,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2
173,,8/22/2024 8:42,1,5,123,8/22/2024,22,2,1,2,1,5,4,1,5,2,3,1,Professor,Doméstica ,3,4,1,3,1,1,3,1,3,2,1,1,1,3,1,5,4,5,4,3,4,5,4,5,3,2,3,4,5,3,1,1,1,2,2,1,1,1,1,1,0,0,1,1,1,1,0,0,5,4,4,4,4,2,,3,3,,125.000,5,,3,4,4,4,4,4,4,5,2,5,5,3,4,2,5,5,4,4,5,5,5,5,5,5,5,4,4,3,3,2,3,1,3,1,1,4,4,3,3,5,4,4,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2
174,,[not completed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
175,,[not completed],1,5,20241911,8/22/2024,18,1,,2,2,,7,3,1,,1,1,Técnico Informático,Docente ,4,4,1,3,5,,5,,5,,,,,5,,,,5,5,,4,,,,4,,5,5,,,,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,1,4,2,1,,35.000,3,,3,3,3,6,6,3,3,5,1,,5,5,1,1,5,5,5,2,5,2,,,,,,,,,,,,,,,,,,,,,,5,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
176,,[not completed],1,5,20230968,8/22/2024,34,1,3,1,1,7,7,1,2,1,2,2,Enfermeiro ,Sou órfã de mãe ,1,2,1,1,4,2,4,5,4,2,2,2,2,5,2,4,4,4,4,2,,3,1,1,1,1,4,1,1,1,1,1,2,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,6,6,6,6,6,1,5,1,4,,90.000,5,,1,6,6,6,6,6,6,2,5,5,5,1,2,1,5,3,4,,4,4,4,4,4,4,4,4,4,4,3,1,2,3,3,1,1,1,2,4,3,3,2,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
177,,[not completed],1,5,20204845,8/22/2024,25,2,1,2,2,1,6,1,5,2,6,2,Pai Falecido,Doméstica,1,1,1,3,3,3,3,3,3,1,4,3,3,1,1,5,5,5,3,5,5,3,2,1,1,2,5,5,,2,1,2,2,2,2,2,1,1,0,1,0,0,1,1,1,1,0,0,4,3,4,2,5,1,6,1,5,,92000,2,,3,4,4,4,4,4,4,1,1,1,2,1,3,1,3,1,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
178,,[not completed],1,5,,8/22/2024,26,2,1,2,2,5,5,1,5,2,5,1,Reformado ,Doméstica ,3,3,1,3,5,2,2,,2,1,,,,5,,5,4,5,5,4,5,5,1,1,1,5,5,1,1,1,1,1,2,2,2,2,0,0,0,1,0,1,1,0,0,0,0,0,3,1,1,1,1,1,2,3,1,,100000,3,,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,2,3,,3,3,3,3,3,3,3,3,5,3,3,3,3,2,3,1,3,1,1,5,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
179,,[not completed],1,7,,,33,1,1,1,1,6,6,1,2,1,2,4,Professor universitário ,Professora,4,5,1,3,5,1,3,5,3,2,2,2,1,5,1,5,5,5,5,4,4,3,1,3,1,3,4,1,2,3,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,4,4,4,4,4,2,,3,3,,100000,7,Gastroenterologia,1,4,4,4,4,4,4,3,5,5,1,1,4,5,5,3,2,3,5,5,5,5,5,5,6,5,4,3,2,3,3,3,3,1,2,1,2,5,3,1,3,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
180,,8/23/2024 4:11,1,7,508.602.023,8/23/2024,19,2,1,2,2,10,10,2,3,2,2,2,docente,contabilista ,4,6,1,3,5,1,3,1,1,1,3,1,1,4,3,3,2,4,3,5,5,5,3,1,5,5,5,2,3,3,1,1,1,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,4,4,3,4,5,2,,3,3,,100.000,3,,3,3,5,3,4,4,2,4,3,1,1,1,1,1,4,1,4,3,5,5,5,5,5,5,4,4,4,3,1,2,2,2,4,1,4,3,2,4,2,2,3,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
181,,[not completed],1,7,,8/23/2024,30,2,1,1,1,6,6,1,2,1,2,5,camponeses ,camponesa ,3,3,1,3,1,1,1,1,1,4,4,4,5,1,2,5,5,5,5,5,4,5,1,5,2,1,5,2,1,2,1,2,2,2,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,2,2,1,1,1,3,1,,100000,4,,1,6,6,5,5,6,1,2,2,1,1,1,1,2,1,1,1,1,5,5,5,5,5,5,5,1,2,2,4,3,3,4,1,1,1,2,3,4,4,4,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
182,,[not completed],1,7,17682023,8/23/2024,19,2,1,2,1,6,6,1,1,2,2,1,professor,professora,3,4,2,,3,1,4,5,2,1,3,1,1,5,5,4,1,5,4,5,5,4,2,3,3,3,4,2,2,3,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,3,2,4,5,4,1,1,,1,,78,3,,3,5,5,5,4,5,2,3,1,5,5,1,1,1,5,3,2,,6,5,3,4,5,5,5,3,3,3,3,3,4,4,3,3,3,2,2,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
183,,8/24/2024 6:12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
184,,8/24/2024 6:27,1,7,512.352.023,8/24/2024,18,4,1,2,2,4,4,2,3,2,2,5,Polícia ,Professora ,4,3,2,,2,3,4,5,2,5,4,2,2,5,2,4,2,5,5,1,5,5,4,1,3,5,5,1,3,1,1,1,1,2,2,1,0,0,1,1,0,0,1,0,1,0,0,0,5,3,3,4,5,1,5,1,5,,80000,3,,3,3,4,5,4,3,5,2,2,2,2,5,5,5,5,3,4,2,5,4,6,6,4,6,3,3,5,3,3,1,5,1,1,1,1,1,5,5,4,4,5,5,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
185,,8/24/2024 6:28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
186,,[not completed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
187,,8/24/2024 8:05,1,7,508.722.023,8/24/2024,28,2,3,1,1,5,8,1,5,1,2,5,campones,camponesa,3,2,1,3,5,3,4,5,4,2,3,1,1,3,1,5,5,5,5,4,4,4,2,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,5,5,5,3,4,2,,3,6,hospitais publicos e privados,150000,7,cardiologia,3,4,4,4,4,4,4,4,3,3,1,1,3,1,4,3,2,1,4,4,4,4,3,3,3,2,4,1,3,3,3,1,1,1,3,1,3,4,4,1,1,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
188,,8/24/2024 21:17,1,7,512.262.023,8/24/2024,18,2,1,2,1,6,6,1,1,2,2,1,professor ,Professora ,4,4,1,3,2,2,4,5,1,4,4,4,2,4,2,5,4,5,2,2,3,5,1,2,1,1,4,3,1,1,1,1,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,4,4,4,1,4,2,,3,1,,50000,5,,3,3,3,3,3,3,3,2,1,1,1,1,1,1,5,5,4,4,5,5,4,6,6,5,5,3,5,3,2,2,1,4,3,1,2,1,1,1,3,3,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
189,,8/24/2024 21:17,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
190,,8/25/2024 11:08,1,7,508.592.023,8/25/2024,21,1,1,2,2,2,3,1,5,2,2,1,Analista ,Camareira ,3,4,2,,5,3,1,5,1,5,1,1,1,4,1,5,3,5,3,1,3,4,1,1,1,1,4,4,1,1,1,1,1,2,2,2,1,0,0,1,0,0,1,1,0,0,0,1,5,5,4,3,4,1,1,1,3,,200.000,6,,3,3,2,4,3,2,3,4,5,5,4,1,2,2,5,3,3,5,4,5,4,2,4,5,2,4,4,3,4,4,1,3,4,1,3,2,2,4,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
191,,8/25/2024 14:09,1,7,51.239.23,8/25/2024,35,2,1,1,1,4,4,1,2,1,2,1, -----,doméstica,1,1,1,3,1,5,1,1,1,2,1,4,2,1,1,4,3,5,5,5,4,5,1,1,1,1,5,4,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,4,2,4,4,4,2,,3,1,,65000,1,,1,3,4,4,4,4,4,5,3,3,3,1,1,1,3,3,4,4,6,5,4,4,4,5,4,5,3,1,3,2,3,1,1,1,2,1,2,3,2,5,5,3,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
192,,[not completed],1,,,,,,,,,4,,,3,,,5,,,1,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
193,,[not completed],1,4,1,9/3/2024,21,2,1,2,2,8,8,1,5,2,3,1,Engenheiro Agropecuário ,Professora ,4,4,1,3,5,4,5,4,4,5,4,5,4,4,4,5,5,5,4,3,5,5,4,4,4,4,4,5,4,,4,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,6,6,6,6,6,1,1,4,3,,2500000,7,Urologia ,2,1,4,4,4,5,4,5,4,5,4,1,5,1,5,4,4,,4,5,1,3,1,1,1,1,4,4,5,5,5,1,1,1,4,5,4,3,3,1,4,5,3,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0
194,,9/3/2024 9:29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
195,,9/3/2024 9:35,1,4,1,9/3/2024,21,2,1,2,2,6,6,1,3,2,3,1,Polícia ,Professora,4,4,1,3,2,3,5,4,3,4,3,3,2,5,2,4,3,4,3,2,5,4,3,3,2,3,3,3,3,3,3,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,4,4,4,4,4,2,,3,3,,64000,3,,3,4,4,4,3,4,4,5,5,5,5,1,5,5,5,4,4,5,5,5,4,5,5,5,4,4,4,3,2,2,2,2,3,1,2,3,3,3,2,3,3,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
196,,[not completed],1,4,1,9/3/2024,21,1,1,2,2,5,5,1,1,2,3,1,Marketing ,Gestora de recursos humanos,4,4,1,3,5,2,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,3,3,1,1,1,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1,3,1,3,3,3,1,1,3,3,,95000,5,,3,3,2,2,3,3,3,3,5,5,5,5,5,5,5,5,3,,3,3,5,5,3,3,3,3,3,3,2,2,1,3,3,4,3,4,5,5,5,5,5,5,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
197,,[not completed],1,4,1,9/3/2024,20,1,1,2,1,8,8,1,5,2,3,5,motorista,professora ,4,4,1,,5,5,5,5,5,4,3,1,1,5,2,5,4,5,5,5,5,5,5,5,4,4,5,5,3,3,5,1,2,1,1,2,1,1,1,1,0,0,1,1,1,0,0,0,4,4,4,4,4,1,,3,1,,3000000,1,,3,4,4,4,4,4,4,3,1,1,1,1,1,1,4,3,3,,4,4,3,3,4,4,4,2,3,1,5,5,5,3,1,3,5,4,4,4,4,4,4,4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
198,,[not completed],1,4,1,9/3/2024,21,2,1,2,2,1,3,1,5,2,3,1,advogado ,professora ,5,6,1,3,3,1,2,1,2,1,1,1,1,1,1,3,2,3,1,1,1,1,5,2,1,1,4,3,5,2,2,2,2,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,4,1,3,3,5,1,1,3,1,,50.000,7,dermatologia,1,2,2,3,2,3,4,5,5,4,4,1,5,5,5,5,5,,5,5,5,5,5,5,5,2,2,2,5,4,5,4,3,4,5,1,4,3,2,2,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
199,,9/3/2024 9:36,1,4,1,9/3/2024,21,1,1,2,1,4,4,1,5,2,3,1, enginheiro,domestica,2,4,2,,5,1,1,5,1,2,3,3,3,3,3,5,4,5,5,5,3,4,1,3,5,4,4,3,4,4,5,2,2,1,1,2,1,0,0,1,0,0,1,0,0,1,0,0,4,3,3,3,3,1,6,1,1,,100000,3,,1,2,3,4,3,3,3,3,1,5,3,1,1,1,5,3,3,1,3,3,1,1,1,1,1,3,2,4,2,2,2,1,1,3,1,5,5,4,4,4,4,4,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2
200,,[not completed],1,4,,9/3/2024,22,2,1,2,2,7,7,3,2,2,3,5,Vice Administrador do palácio da justiça da cidade de Tete,Doméstica ,3,4,1,3,1,2,5,,,,,,,,,5,,,,,,,,,,,,,,,,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,5,2,5,5,2,1,6,3,1,,60.000,6,,3,3,3,3,3,3,3,1,5,5,5,1,5,1,5,1,1,,5,5,5,5,5,5,5,2,4,3,5,5,5,3,3,1,5,1,1,3,,3,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
201,,9/3/2024 9:38,1,4,1,9/3/2024,23,1,1,2,2,5,5,1,1,2,3,1,secretário executivo ,não trabalha ,2,4,1,3,5,2,3,5,1,1,1,1,1,5,5,4,3,4,2,4,3,4,1,2,1,2,4,4,3,3,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4,1,3,3,3,1,6,1,1,,60000,3,,3,1,1,3,3,3,4,5,5,3,3,2,5,2,5,5,5,1,5,5,5,5,5,5,5,3,3,3,4,2,4,3,3,3,3,2,3,3,3,4,3,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2
202,,9/3/2024 9:37,1,4,1,9/3/2024,22,1,1,2,2,11,6,1,3,2,3,1,psicólogo,psicóloga,5,5,1,2,1,3,5,3,5,1,3,1,1,5,1,4,3,5,3,3,2,1,2,2,2,1,3,4,1,1,1,1,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,5,5,3,4,1,1,3,3,,85000,2,,3,3,2,3,3,3,1,5,5,5,5,1,1,1,5,5,5,1,4,3,4,4,4,4,4,3,5,2,2,2,2,2,2,2,2,1,1,5,5,3,2,4,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
203,,9/3/2024 9:40,1,4,1,9/3/2024,21,1,1,2,2,7,9,1,5,1,3,1,Operador de quadros III,Psicóloga Clínica ,4,4,1,2,1,2,4,4,4,4,4,4,4,5,5,4,2,5,3,5,3,2,4,5,4,1,5,5,5,4,2,1,1,2,2,2,0,0,1,1,1,0,0,0,0,0,1,0,3,2,1,1,3,1,6,3,5,,120.000,7,Oncologia ,3,1,1,1,1,1,1,5,5,5,5,1,2,2,5,4,4,1,3,3,3,5,1,1,1,1,2,1,5,4,3,1,1,5,5,1,4,3,3,5,5,5,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
204,,[not completed],1,4,1,9/3/2024,21,1,1,2,2,5,5,1,,2,3,1,professor ,professora ,4,5,1,3,5,1,3,5,4,2,4,1,1,5,5,4,3,5,3,5,4,4,4,2,2,1,4,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,3,3,4,1,1,3,1,,80000,7,cardiologia ,3,4,4,4,4,4,4,5,5,5,4,3,5,2,5,4,4,,4,4,4,4,4,4,4,4,4,4,2,2,4,2,3,1,2,2,2,5,5,4,3,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
205,,9/3/2024 9:39,1,4,0,9/3/2024,21,1,1,2,2,9,9,1,5,2,3,1,Eletrecista,Professora ,4,3,1,3,4,1,3,4,3,4,2,1,1,4,1,4,4,4,3,4,3,3,2,2,2,3,3,1,2,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,5,4,4,4,4,2,,3,2,,70000,1,,2,4,4,4,4,4,4,5,5,5,4,3,1,5,5,5,5,5,5,4,3,4,4,4,3,4,4,4,3,3,3,3,3,2,2,2,1,4,2,2,2,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
206,,9/3/2024 9:39,1,4,1,9/3/2024,21,1,1,2,2,4,3,1,3,2,3,1,professor ,professora ,4,4,1,3,2,2,1,5,1,4,4,1,1,5,4,4,3,5,4,1,3,4,2,3,2,2,4,5,2,3,4,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,5,4,5,5,3,1,5,1,3,,50.000,5,,1,5,4,4,4,2,6,3,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,2,3,2,2,5,1,4,3,5,4,5,3,5,3,5,5,5,5,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
207,,[not completed],1,4,1,9/3/2024,21,1,1,2,1,4,4,1,3,2,3,1,Engenheiro ,Inspetora,4,4,1,3,3,2,5,2,3,1,2,2,1,5,5,5,2,5,3,5,5,5,2,5,3,3,5,2,4,4,1,1,2,2,1,2,1,0,1,1,0,0,1,0,0,0,0,0,5,3,5,4,4,1,2,3,3,,60000,1,,3,4,4,4,4,4,4,4,3,5,3,1,4,4,5,4,5,5,3,3,4,4,5,5,5,3,4,2,4,3,4,1,3,2,3,1,1,4,4,3,2,4,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,,0
